trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
179,FALSE,"{'a': 0.5, 'e': 0.83603102134702}",20,0,-44.8661367,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
180,FALSE,"{'a': 0.5, 'e': 0.8351949903256729}",20,3,-60.71820354,"{0: 9, 1: 1, 2: 7, 3: 0, 4: 0}",1
181,FALSE,"{'a': 0.5, 'e': 0.8343597953353473}",25,0,-29.13525777,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
182,FALSE,"{'a': 0.5, 'e': 0.8335254355400119}",30,0,-71.01671583,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
183,FALSE,"{'a': 0.5, 'e': 0.832691910104472}",20,0,-35.35961215,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
184,FALSE,"{'a': 0.5, 'e': 0.8318592181943675}",25,0,-8.260390813,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
185,FALSE,"{'a': 0.5, 'e': 0.8310273589761731}",20,6,3.187187968,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
186,FALSE,"{'a': 0.5, 'e': 0.8301963316171969}",20,0,-54.35306836,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
187,FALSE,"{'a': 0.5, 'e': 0.8293661352855797}",20,0,-37.05292195,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
188,FALSE,"{'a': 0.5, 'e': 0.8285367691502941}",30,8,-98.90632758,"{0: 13, 1: 0, 2: 8, 3: 0, 4: 1}",1
189,FALSE,"{'a': 0.5, 'e': 0.8277082323811439}",25,8,-19.03341845,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 0}",1
190,FALSE,"{'a': 0.5, 'e': 0.8268805241487627}",20,9,-15.60725824,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
191,FALSE,"{'a': 0.5, 'e': 0.8260536436246139}",25,0,-89.10480094,"{0: 13, 1: 3, 2: 9, 3: 0, 4: 0}",0
192,FALSE,"{'a': 0.5, 'e': 0.8252275899809893}",30,19,1.964172192,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
193,FALSE,"{'a': 0.5, 'e': 0.8244023623910083}",35,0,-142.3991248,"{0: 20, 1: 3, 2: 11, 3: 0, 4: 1}",0
194,FALSE,"{'a': 0.5, 'e': 0.8235779600286173}",30,0,-97.77488791,"{0: 17, 1: 2, 2: 11, 3: 0, 4: 0}",0
195,FALSE,"{'a': 0.5, 'e': 0.8227543820685886}",20,0,-11.1815397,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
196,FALSE,"{'a': 0.5, 'e': 0.8219316276865201}",20,0,-70.87457121,"{0: 11, 1: 0, 2: 9, 3: 0, 4: 0}",0
197,FALSE,"{'a': 0.5, 'e': 0.8211096960588335}",25,20,7.464643335,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,FALSE,"{'a': 0.5, 'e': 0.8202885863627747}",20,4,2.836046515,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
199,FALSE,"{'a': 0.5, 'e': 0.819468297776412}",20,0,-9.143221627,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
200,FALSE,"{'a': 0.5, 'e': 0.8186488294786356}",20,0,-89.73188767,"{0: 9, 1: 2, 2: 9, 3: 0, 4: 0}",0
201,FALSE,"{'a': 0.5, 'e': 0.8178301806491569}",30,0,-91.73351904,"{0: 21, 1: 0, 2: 8, 3: 0, 4: 1}",0
202,FALSE,"{'a': 0.5, 'e': 0.8170123504685077}",20,0,-4.272464707,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
203,FALSE,"{'a': 0.5, 'e': 0.8161953381180392}",25,0,-82.16682595,"{0: 14, 1: 3, 2: 8, 3: 0, 4: 0}",0
204,FALSE,"{'a': 0.5, 'e': 0.8153791427799212}",25,0,-40.77749135,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
205,FALSE,"{'a': 0.5, 'e': 0.8145637636371413}",20,0,-32.88871437,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
206,FALSE,"{'a': 0.5, 'e': 0.8137491998735041}",30,23,6.812757044,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
207,FALSE,"{'a': 0.5, 'e': 0.8129354506736306}",20,0,-15.73799947,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
208,FALSE,"{'a': 0.5, 'e': 0.812122515222957}",20,0,-52.11883053,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
209,FALSE,"{'a': 0.5, 'e': 0.8113103927077341}",25,0,-60.64938754,"{0: 17, 1: 0, 2: 8, 3: 0, 4: 0}",0
210,FALSE,"{'a': 0.5, 'e': 0.8104990823150263}",25,0,-28.27867784,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
211,FALSE,"{'a': 0.5, 'e': 0.8096885832327113}",25,0,-49.2389435,"{0: 15, 1: 5, 2: 5, 3: 0, 4: 0}",0
212,FALSE,"{'a': 0.5, 'e': 0.8088788946494786}",25,3,-59.11260079,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 1}",1
213,FALSE,"{'a': 0.5, 'e': 0.8080700157548292}",25,1,-117.2583328,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 1}",1
214,FALSE,"{'a': 0.5, 'e': 0.8072619457390743}",20,0,-107.462442,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
215,FALSE,"{'a': 0.5, 'e': 0.8064546837933352}",30,0,-24.58906783,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
216,FALSE,"{'a': 0.5, 'e': 0.8056482291095419}",20,2,-72.78018934,"{0: 7, 1: 5, 2: 6, 3: 0, 4: 0}",1
217,FALSE,"{'a': 0.5, 'e': 0.8048425808804324}",20,0,-133.893841,"{0: 8, 1: 1, 2: 10, 3: 0, 4: 1}",0
218,FALSE,"{'a': 0.5, 'e': 0.8040377382995519}",25,0,-89.41909494,"{0: 13, 1: 2, 2: 10, 3: 0, 4: 0}",0
219,FALSE,"{'a': 0.5, 'e': 0.8032337005612523}",20,0,-39.3560229,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
220,FALSE,"{'a': 0.5, 'e': 0.8024304668606911}",25,0,-37.28674509,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
221,FALSE,"{'a': 0.5, 'e': 0.8016280363938304}",20,0,-44.47267956,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
222,FALSE,"{'a': 0.5, 'e': 0.8008264083574366}",30,0,-82.88846939,"{0: 16, 1: 8, 2: 5, 3: 1, 4: 0}",0
223,FALSE,"{'a': 0.5, 'e': 0.8000255819490791}",30,0,-77.31196677,"{0: 16, 1: 8, 2: 6, 3: 0, 4: 0}",0
224,FALSE,"{'a': 0.5, 'e': 0.79922555636713}",20,0,-60.59363895,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
225,FALSE,"{'a': 0.5, 'e': 0.798426330810763}",20,0,-66.51361383,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
226,FALSE,"{'a': 0.5, 'e': 0.7976279044799521}",20,0,-42.78629589,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
227,FALSE,"{'a': 0.5, 'e': 0.7968302765754722}",20,10,4.808191373,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
228,FALSE,"{'a': 0.5, 'e': 0.7960334462988967}",20,0,-36.66037492,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
229,FALSE,"{'a': 0.5, 'e': 0.7952374128525979}",25,0,-97.37047906,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
230,FALSE,"{'a': 0.5, 'e': 0.7944421754397453}",25,0,-50.86695473,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
231,FALSE,"{'a': 0.5, 'e': 0.7936477332643055}",25,0,-29.34512311,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
232,FALSE,"{'a': 0.5, 'e': 0.7928540855310412}",20,0,5.382412178,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
233,FALSE,"{'a': 0.5, 'e': 0.7920612314455101}",25,0,-55.83169732,"{0: 15, 1: 5, 2: 5, 3: 0, 4: 0}",0
234,FALSE,"{'a': 0.5, 'e': 0.7912691702140646}",20,2,-33.47955957,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 0}",1
235,FALSE,"{'a': 0.5, 'e': 0.7904779010438505}",25,0,-79.92379203,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
236,FALSE,"{'a': 0.5, 'e': 0.7896874231428067}",30,12,-18.30449038,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 0}",1
237,FALSE,"{'a': 0.5, 'e': 0.7888977357196639}",20,0,-51.24749856,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
238,FALSE,"{'a': 0.5, 'e': 0.7881088379839443}",25,0,-55.98546037,"{0: 15, 1: 5, 2: 5, 3: 0, 4: 0}",0
239,FALSE,"{'a': 0.5, 'e': 0.7873207291459603}",25,10,-63.38732805,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 1}",1
240,FALSE,"{'a': 0.5, 'e': 0.7865334084168143}",30,0,-127.738407,"{0: 17, 1: 3, 2: 9, 3: 0, 4: 1}",0
241,FALSE,"{'a': 0.5, 'e': 0.7857468750083976}",20,0,-26.96745731,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
242,FALSE,"{'a': 0.5, 'e': 0.7849611281333891}",25,0,-69.50840106,"{0: 15, 1: 2, 2: 8, 3: 0, 4: 0}",0
243,FALSE,"{'a': 0.5, 'e': 0.7841761670052557}",20,3,-36.70599138,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 0}",1
244,FALSE,"{'a': 0.5, 'e': 0.7833919908382505}",25,0,-48.0744345,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
245,FALSE,"{'a': 0.5, 'e': 0.7826085988474122}",20,0,-29.99902476,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
246,FALSE,"{'a': 0.5, 'e': 0.7818259902485648}",25,0,-37.78738758,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
247,FALSE,"{'a': 0.5, 'e': 0.7810441642583162}",25,16,-28.82008235,"{0: 5, 1: 1, 2: 3, 3: 0, 4: 0}",1
248,FALSE,"{'a': 0.5, 'e': 0.780263120094058}",20,0,-28.41816402,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",1
249,FALSE,"{'a': 0.5, 'e': 0.7794828569739639}",20,0,-26.6492295,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
250,FALSE,"{'a': 0.5, 'e': 0.7787033741169899}",25,1,-45.55963033,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 0}",1
251,FALSE,"{'a': 0.5, 'e': 0.7779246707428729}",25,0,-140.9220382,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
252,FALSE,"{'a': 0.5, 'e': 0.7771467460721301}",20,0,-38.26802829,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
253,FALSE,"{'a': 0.5, 'e': 0.7763695993260579}",25,0,-66.05614203,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
254,FALSE,"{'a': 0.5, 'e': 0.7755932297267318}",25,0,-55.50994369,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",1
255,FALSE,"{'a': 0.5, 'e': 0.7748176364970051}",35,0,-87.55818889,"{0: 24, 1: 3, 2: 7, 3: 0, 4: 1}",0
256,FALSE,"{'a': 0.5, 'e': 0.7740428188605081}",35,18,-44.1742743,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 0}",1
257,FALSE,"{'a': 0.5, 'e': 0.7732687760416476}",20,0,-23.88643375,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
258,FALSE,"{'a': 0.5, 'e': 0.7724955072656059}",25,18,-5.367315522,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
259,FALSE,"{'a': 0.5, 'e': 0.7717230117583403}",25,11,-49.21408731,"{0: 8, 1: 0, 2: 6, 3: 0, 4: 0}",1
260,FALSE,"{'a': 0.5, 'e': 0.770951288746582}",25,0,-41.20106372,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
261,FALSE,"{'a': 0.5, 'e': 0.7701803374578354}",25,0,-30.24095625,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
262,FALSE,"{'a': 0.5, 'e': 0.7694101571203776}",25,16,-6.970088887,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
263,FALSE,"{'a': 0.5, 'e': 0.7686407469632572}",20,0,-28.73644111,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
264,FALSE,"{'a': 0.5, 'e': 0.767872106216294}",20,0,-44.70853198,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
265,FALSE,"{'a': 0.5, 'e': 0.7671042341100777}",20,1,-63.40032584,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 0}",1
266,FALSE,"{'a': 0.5, 'e': 0.7663371298759676}",30,0,-83.12359466,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
267,FALSE,"{'a': 0.5, 'e': 0.7655707927460916}",25,13,8.682737889,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
268,FALSE,"{'a': 0.5, 'e': 0.7648052219533455}",30,6,3.856870998,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
269,FALSE,"{'a': 0.5, 'e': 0.7640404167313922}",20,0,-103.7260499,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
270,FALSE,"{'a': 0.5, 'e': 0.7632763763146607}",20,0,-9.277085859,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
271,FALSE,"{'a': 0.5, 'e': 0.7625130999383462}",20,0,-31.19456105,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
272,FALSE,"{'a': 0.5, 'e': 0.7617505868384078}",20,0,-76.02136153,"{0: 11, 1: 0, 2: 9, 3: 0, 4: 0}",0
273,FALSE,"{'a': 0.5, 'e': 0.7609888362515693}",20,0,-14.73779634,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
274,FALSE,"{'a': 0.5, 'e': 0.7602278474153178}",25,16,-6.884309003,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
275,FALSE,"{'a': 0.5, 'e': 0.7594676195679024}",20,0,-32.01568544,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
276,FALSE,"{'a': 0.5, 'e': 0.7587081519483346}",20,15,-0.756678041,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
277,FALSE,"{'a': 0.5, 'e': 0.7579494437963862}",25,0,-0.125418031,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
278,FALSE,"{'a': 0.5, 'e': 0.7571914943525898}",25,8,-44.38585523,"{0: 9, 1: 4, 2: 4, 3: 0, 4: 0}",1
279,FALSE,"{'a': 0.5, 'e': 0.7564343028582373}",20,0,-102.652943,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
280,FALSE,"{'a': 0.5, 'e': 0.755677868555379}",20,0,-41.68027895,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
281,FALSE,"{'a': 0.5, 'e': 0.7549221906868236}",20,0,-33.6529888,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
282,FALSE,"{'a': 0.5, 'e': 0.7541672684961368}",30,0,-119.59736,"{0: 17, 1: 3, 2: 9, 3: 0, 4: 1}",0
283,FALSE,"{'a': 0.5, 'e': 0.7534131012276407}",30,0,-50.09937799,"{0: 20, 1: 5, 2: 5, 3: 0, 4: 0}",0
284,FALSE,"{'a': 0.5, 'e': 0.752659688126413}",30,0,-35.48384783,"{0: 22, 1: 3, 2: 5, 3: 0, 4: 0}",0
285,FALSE,"{'a': 0.5, 'e': 0.7519070284382866}",35,11,-50.91388705,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 0}",1
286,FALSE,"{'a': 0.5, 'e': 0.7511551214098483}",20,0,-26.01274777,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
287,FALSE,"{'a': 0.5, 'e': 0.7504039662884385}",30,16,-8.393605003,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
288,FALSE,"{'a': 0.5, 'e': 0.7496535623221501}",20,0,-26.25322049,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
289,FALSE,"{'a': 0.5, 'e': 0.7489039087598279}",25,16,8.79387341,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
290,FALSE,"{'a': 0.5, 'e': 0.7481550048510681}",30,0,-43.01228534,"{0: 22, 1: 2, 2: 6, 3: 0, 4: 0}",0
291,FALSE,"{'a': 0.5, 'e': 0.747406849846217}",20,9,-12.01118811,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
292,FALSE,"{'a': 0.5, 'e': 0.7466594429963708}",20,0,-47.19652912,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
293,FALSE,"{'a': 0.5, 'e': 0.7459127835533744}",30,0,-41.24003457,"{0: 22, 1: 3, 2: 5, 3: 0, 4: 0}",0
294,FALSE,"{'a': 0.5, 'e': 0.745166870769821}",20,0,-50.4693073,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
295,FALSE,"{'a': 0.5, 'e': 0.7444217038990513}",25,2,-30.81407464,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 0}",1
296,FALSE,"{'a': 0.5, 'e': 0.7436772821951522}",20,2,-32.89730858,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 0}",1
297,FALSE,"{'a': 0.5, 'e': 0.742933604912957}",25,0,-25.09848082,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
298,FALSE,"{'a': 0.5, 'e': 0.7421906713080441}",30,22,13.9976239,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,FALSE,"{'a': 0.5, 'e': 0.741448480636736}",20,0,-18.10283979,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
300,FALSE,"{'a': 0.5, 'e': 0.7407070321560992}",20,14,0.084474343,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
301,FALSE,"{'a': 0.5, 'e': 0.7399663251239432}",30,6,-30.10761788,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 0}",1
302,FALSE,"{'a': 0.5, 'e': 0.7392263587988193}",20,0,-53.1995574,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
303,FALSE,"{'a': 0.5, 'e': 0.7384871324400204}",20,0,-87.25973629,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
304,FALSE,"{'a': 0.5, 'e': 0.7377486453075804}",25,0,-57.93742167,"{0: 15, 1: 2, 2: 8, 3: 0, 4: 0}",0
305,FALSE,"{'a': 0.5, 'e': 0.7370108966622728}",30,0,-68.06465839,"{0: 19, 1: 4, 2: 7, 3: 0, 4: 0}",0
306,FALSE,"{'a': 0.5, 'e': 0.7362738857656105}",20,0,-64.90129719,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
307,FALSE,"{'a': 0.5, 'e': 0.7355376118798449}",20,0,-31.60076632,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
308,FALSE,"{'a': 0.5, 'e': 0.7348020742679651}",20,2,7.609468299,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
309,FALSE,"{'a': 0.5, 'e': 0.734067272193697}",20,0,-21.70546036,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
310,FALSE,"{'a': 0.5, 'e': 0.7333332049215034}",20,10,-39.88271088,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
311,FALSE,"{'a': 0.5, 'e': 0.7325998717165819}",25,3,-49.32466598,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 0}",1
312,FALSE,"{'a': 0.5, 'e': 0.7318672718448653}",25,14,-14.28624681,"{0: 7, 1: 3, 2: 1, 3: 0, 4: 0}",1
313,FALSE,"{'a': 0.5, 'e': 0.7311354045730205}",30,18,-26.54738219,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
314,FALSE,"{'a': 0.5, 'e': 0.7304042691684475}",25,4,5.234165196,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
315,FALSE,"{'a': 0.5, 'e': 0.729673864899279}",20,0,-29.7004858,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
316,FALSE,"{'a': 0.5, 'e': 0.7289441910343797}",20,13,-9.984363584,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
317,FALSE,"{'a': 0.5, 'e': 0.7282152468433454}",30,15,-22.68870041,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
318,FALSE,"{'a': 0.5, 'e': 0.727487031596502}",25,0,-56.29160493,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
319,FALSE,"{'a': 0.5, 'e': 0.7267595445649054}",25,7,-63.91888942,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 1}",1
320,FALSE,"{'a': 0.5, 'e': 0.7260327850203406}",20,0,-67.94859624,"{0: 10, 1: 4, 2: 6, 3: 0, 4: 0}",0
321,FALSE,"{'a': 0.5, 'e': 0.7253067522353203}",20,0,-42.88734405,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
322,FALSE,"{'a': 0.5, 'e': 0.7245814454830849}",25,7,-25.9598213,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 0}",1
323,FALSE,"{'a': 0.5, 'e': 0.7238568640376019}",20,0,-7.460956819,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
324,FALSE,"{'a': 0.5, 'e': 0.7231330071735642}",30,0,-33.05096774,"{0: 22, 1: 3, 2: 5, 3: 0, 4: 0}",0
325,FALSE,"{'a': 0.5, 'e': 0.7224098741663907}",20,8,-30.76512417,"{0: 7, 1: 2, 2: 3, 3: 0, 4: 0}",1
326,FALSE,"{'a': 0.5, 'e': 0.7216874642922243}",20,16,4.326177146,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,FALSE,"{'a': 0.5, 'e': 0.7209657768279321}",25,15,-7.765123949,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
328,FALSE,"{'a': 0.5, 'e': 0.720244811051104}",20,0,-24.91017323,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
329,FALSE,"{'a': 0.5, 'e': 0.719524566240053}",30,0,-59.77633517,"{0: 21, 1: 0, 2: 9, 3: 0, 4: 0}",0
330,FALSE,"{'a': 0.5, 'e': 0.718805041673813}",25,11,-2.203592984,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
331,FALSE,"{'a': 0.5, 'e': 0.7180862366321391}",25,0,-45.25327555,"{0: 15, 1: 8, 2: 2, 3: 0, 4: 0}",0
332,FALSE,"{'a': 0.5, 'e': 0.717368150395507}",30,4,-56.08070898,"{0: 17, 1: 2, 2: 7, 3: 0, 4: 0}",1
333,FALSE,"{'a': 0.5, 'e': 0.7166507822451115}",20,0,2.461524267,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
334,FALSE,"{'a': 0.5, 'e': 0.7159341314628663}",20,0,-0.908381266,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
335,FALSE,"{'a': 0.5, 'e': 0.7152181973314035}",25,0,-9.086144763,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",1
336,FALSE,"{'a': 0.5, 'e': 0.7145029791340721}",20,0,-39.59027309,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
337,FALSE,"{'a': 0.5, 'e': 0.713788476154938}",20,4,-54.60609023,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 1}",1
338,FALSE,"{'a': 0.5, 'e': 0.7130746876787831}",20,0,-29.80913027,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
339,FALSE,"{'a': 0.5, 'e': 0.7123616129911043}",20,0,-48.73759187,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
340,FALSE,"{'a': 0.5, 'e': 0.7116492513781132}",20,0,-13.68019585,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
341,FALSE,"{'a': 0.5, 'e': 0.7109376021267351}",20,0,-32.36332533,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
342,FALSE,"{'a': 0.5, 'e': 0.7102266645246084}",35,0,-40.43389031,"{0: 28, 1: 2, 2: 4, 3: 0, 4: 1}",0
343,FALSE,"{'a': 0.5, 'e': 0.7095164378600838}",25,0,-57.842742,"{0: 17, 1: 0, 2: 8, 3: 0, 4: 0}",0
344,FALSE,"{'a': 0.5, 'e': 0.7088069214222237}",20,14,-0.710381975,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
345,FALSE,"{'a': 0.5, 'e': 0.7080981145008014}",30,18,8.351071085,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
346,FALSE,"{'a': 0.5, 'e': 0.7073900163863006}",25,18,14.87826056,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,FALSE,"{'a': 0.5, 'e': 0.7066826263699143}",30,1,-45.16140853,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 0}",1
348,FALSE,"{'a': 0.5, 'e': 0.7059759437435444}",25,0,-71.35562912,"{0: 15, 1: 2, 2: 8, 3: 0, 4: 0}",0
349,FALSE,"{'a': 0.5, 'e': 0.7052699677998009}",20,8,-23.223283,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
350,FALSE,"{'a': 0.5, 'e': 0.704564697832001}",20,0,-11.92059435,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
351,FALSE,"{'a': 0.5, 'e': 0.7038601331341691}",20,0,-48.04918597,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
352,FALSE,"{'a': 0.5, 'e': 0.7031562730010349}",20,0,-10.89538088,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
353,FALSE,"{'a': 0.5, 'e': 0.7024531167280339}",35,15,1.998061765,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
354,FALSE,"{'a': 0.5, 'e': 0.7017506636113058}",20,6,20.2417238,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,FALSE,"{'a': 0.5, 'e': 0.7010489129476946}",20,0,0.207047197,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
356,FALSE,"{'a': 0.5, 'e': 0.7003478640347468}",30,0,-45.54477667,"{0: 23, 1: 4, 2: 2, 3: 0, 4: 1}",0
357,FALSE,"{'a': 0.5, 'e': 0.6996475161707121}",20,0,-135.1569153,"{0: 9, 1: 0, 2: 9, 3: 1, 4: 1}",0
358,FALSE,"{'a': 0.5, 'e': 0.6989478686545414}",20,0,-65.94392577,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
359,FALSE,"{'a': 0.5, 'e': 0.6982489207858869}",30,0,-36.65362613,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
360,FALSE,"{'a': 0.5, 'e': 0.6975506718651009}",25,1,-45.87752637,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 0}",1
