trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
567,False,"{'a': 0.5, 'e': 0.5670636698003497}",20,0,-8.537145637662146,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
568,False,"{'a': 0.5, 'e': 0.5664966061305493}",25,9,-9.960633372161775,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
569,False,"{'a': 0.5, 'e': 0.5659301095244188}",35,0,-68.75683399447801,"{0: 24, 1: 1, 2: 10, 3: 0, 4: 0}",0
570,False,"{'a': 0.5, 'e': 0.5653641794148944}",20,0,-32.34982880865879,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
571,False,"{'a': 0.5, 'e': 0.5647988152354795}",20,10,5.6517104432408,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
572,False,"{'a': 0.5, 'e': 0.564234016420244}",25,0,-1.8406476537324181,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
573,False,"{'a': 0.5, 'e': 0.5636697824038237}",20,0,-27.481283886323588,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
574,False,"{'a': 0.5, 'e': 0.56310611262142}",20,15,1.8909071441802423,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.5, 'e': 0.5625430065087985}",20,11,7.4047145005302015,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
576,False,"{'a': 0.5, 'e': 0.5619804635022897}",25,0,-3.4567711621895847,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
577,False,"{'a': 0.5, 'e': 0.5614184830387874}",20,4,-13.729036558823058,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
578,False,"{'a': 0.5, 'e': 0.5608570645557486}",25,7,10.174685793127626,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
579,False,"{'a': 0.5, 'e': 0.5602962074911929}",25,14,-5.917786229491047,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
580,False,"{'a': 0.5, 'e': 0.5597359112837017}",20,6,3.047515710145916,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
581,False,"{'a': 0.5, 'e': 0.5591761753724179}",25,2,-28.276566506164365,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 0}",1
582,False,"{'a': 0.5, 'e': 0.5586169991970455}",30,11,-4.142625673179387,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
583,False,"{'a': 0.5, 'e': 0.5580583821978485}",20,0,-1.2395891475074148,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
584,False,"{'a': 0.5, 'e': 0.5575003238156506}",20,5,-14.155736040960084,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
585,False,"{'a': 0.5, 'e': 0.556942823491835}",20,0,-19.43569141399368,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
586,False,"{'a': 0.5, 'e': 0.5563858806683432}",30,0,-33.399076593749484,"{0: 22, 1: 3, 2: 5, 3: 0, 4: 0}",0
587,False,"{'a': 0.5, 'e': 0.5558294947876748}",25,15,-15.89915119815503,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
588,False,"{'a': 0.5, 'e': 0.5552736652928871}",20,0,-9.102297334432002,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
589,False,"{'a': 0.5, 'e': 0.5547183916275943}",25,10,-12.414225367822814,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
590,False,"{'a': 0.5, 'e': 0.5541636732359667}",30,17,-0.8292910236958857,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
591,False,"{'a': 0.5, 'e': 0.5536095095627307}",25,0,16.485990357205228,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
592,False,"{'a': 0.5, 'e': 0.553055900053168}",25,16,11.777821059820528,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.5, 'e': 0.5525028441531148}",25,12,-9.381538872513183,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
594,False,"{'a': 0.5, 'e': 0.5519503413089617}",20,13,-18.783919446370362,"{0: 4, 1: 1, 2: 2, 3: 0, 4: 0}",1
595,False,"{'a': 0.5, 'e': 0.5513983909676528}",20,0,-3.439281098778374,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
596,False,"{'a': 0.5, 'e': 0.5508469925766851}",25,11,-10.4500799491996,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
597,False,"{'a': 0.5, 'e': 0.5502961455841084}",20,2,5.714342873904374,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
598,False,"{'a': 0.5, 'e': 0.5497458494385243}",20,0,-21.66704715767665,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
599,False,"{'a': 0.5, 'e': 0.5491961035890858}",30,16,-52.09053736886036,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
600,False,"{'a': 0.5, 'e': 0.5486469074854967}",20,12,13.59632855860982,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.5, 'e': 0.5480982605780111}",20,0,-110.92519761723287,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
602,False,"{'a': 0.5, 'e': 0.5475501623174331}",25,6,9.733283421385323,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
603,False,"{'a': 0.5, 'e': 0.5470026121551157}",25,5,-24.645233653675557,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",1
604,False,"{'a': 0.5, 'e': 0.5464556095429606}",20,1,2.7336626505122235,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
605,False,"{'a': 0.5, 'e': 0.5459091539334177}",30,0,-77.21941152379016,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
606,False,"{'a': 0.5, 'e': 0.5453632447794843}",25,0,-31.92488428725661,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
607,False,"{'a': 0.5, 'e': 0.5448178815347048}",20,8,2.0998854478693394,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
608,False,"{'a': 0.5, 'e': 0.5442730636531701}",25,2,-35.84494912369965,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 0}",1
609,False,"{'a': 0.5, 'e': 0.5437287905895168}",30,18,19.28693821540825,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.5, 'e': 0.5431850617989273}",20,0,3.5354458012387644,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
611,False,"{'a': 0.5, 'e': 0.5426418767371284}",20,0,-57.235076459359306,"{0: 13, 1: 5, 2: 1, 3: 0, 4: 1}",0
612,False,"{'a': 0.5, 'e': 0.5420992348603914}",20,6,7.7912528487936425,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.5, 'e': 0.5415571356255309}",30,4,-23.75049812368852,"{0: 19, 1: 4, 2: 3, 3: 0, 4: 0}",1
614,False,"{'a': 0.5, 'e': 0.5410155784899053}",20,0,-47.583467214385664,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
615,False,"{'a': 0.5, 'e': 0.5404745629114155}",20,2,-29.098133925526298,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 0}",1
616,False,"{'a': 0.5, 'e': 0.5399340883485041}",20,0,-15.250928534256145,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
617,False,"{'a': 0.5, 'e': 0.5393941542601556}",30,24,10.778609950211136,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.5, 'e': 0.5388547601058954}",30,19,16.877957187516767,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.5, 'e': 0.5383159053457895}",25,0,1.8415808214594946,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
620,False,"{'a': 0.5, 'e': 0.5377775894404437}",20,0,-28.4421813254236,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
621,False,"{'a': 0.5, 'e': 0.5372398118510032}",25,0,-57.001808665941454,"{0: 15, 1: 5, 2: 5, 3: 0, 4: 0}",0
622,False,"{'a': 0.5, 'e': 0.5367025720391523}",30,22,-17.421398990587523,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
623,False,"{'a': 0.5, 'e': 0.5361658694671131}",25,14,-5.422350639039438,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
624,False,"{'a': 0.5, 'e': 0.535629703597646}",25,15,16.129770833646738,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.5, 'e': 0.5350940738940484}",20,0,-60.01800263453854,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
626,False,"{'a': 0.5, 'e': 0.5345589798201543}",25,9,7.233914041540872,"{0: 13, 1: 3, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.5, 'e': 0.5340244208403342}",25,11,1.209007211522735,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
628,False,"{'a': 0.5, 'e': 0.5334903964194938}",35,0,-49.91108778595955,"{0: 26, 1: 1, 2: 8, 3: 0, 4: 0}",0
629,False,"{'a': 0.5, 'e': 0.5329569060230743}",30,3,-2.8834587716116133,"{0: 22, 1: 2, 2: 3, 3: 0, 4: 0}",1
630,False,"{'a': 0.5, 'e': 0.5324239491170513}",25,0,13.148378945341326,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
631,False,"{'a': 0.5, 'e': 0.5318915251679341}",30,19,21.526703658539734,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.5, 'e': 0.5313596336427663}",30,6,-19.94029621334458,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 0}",1
633,False,"{'a': 0.5, 'e': 0.5308282740091235}",25,3,5.289389660176639,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
634,False,"{'a': 0.5, 'e': 0.5302974457351144}",20,0,-51.04610028972984,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
635,False,"{'a': 0.5, 'e': 0.5297671482893792}",30,0,-12.969047718040686,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
636,False,"{'a': 0.5, 'e': 0.5292373811410899}",20,0,-46.74484045488515,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
637,False,"{'a': 0.5, 'e': 0.5287081437599488}",20,10,-42.60922689058301,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
638,False,"{'a': 0.5, 'e': 0.5281794356161889}",25,1,-46.65761601861056,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 1}",1
639,False,"{'a': 0.5, 'e': 0.5276512561805726}",20,4,-1.9989563804611916,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
640,False,"{'a': 0.5, 'e': 0.527123604924392}",30,2,-107.96334135397089,"{0: 17, 1: 1, 2: 9, 3: 0, 4: 1}",1
641,False,"{'a': 0.5, 'e': 0.5265964813194677}",20,7,-6.051170512845556,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
642,False,"{'a': 0.5, 'e': 0.5260698848381482}",20,3,11.349238397428595,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
643,False,"{'a': 0.5, 'e': 0.52554381495331}",20,0,-94.58878484281009,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
644,False,"{'a': 0.5, 'e': 0.5250182711383568}",20,0,-19.227713661399378,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
645,False,"{'a': 0.5, 'e': 0.5244932528672184}",25,13,5.91545060525567,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
646,False,"{'a': 0.5, 'e': 0.5239687596143512}",20,8,9.167480028132196,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.5, 'e': 0.5234447908547368}",20,0,-17.460077369332218,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
648,False,"{'a': 0.5, 'e': 0.5229213460638821}",20,10,-41.96850738947029,"{0: 5, 1: 0, 2: 5, 3: 0, 4: 0}",1
649,False,"{'a': 0.5, 'e': 0.5223984247178182}",30,0,-16.47506332223415,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
650,False,"{'a': 0.5, 'e': 0.5218760262931004}",25,17,2.3951151940155544,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
651,False,"{'a': 0.5, 'e': 0.5213541502668073}",20,12,-6.759835698321484,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
652,False,"{'a': 0.5, 'e': 0.5208327961165404}",25,7,-28.473346372326084,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 0}",1
653,False,"{'a': 0.5, 'e': 0.520311963320424}",20,10,-8.871695587603657,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
654,False,"{'a': 0.5, 'e': 0.5197916513571035}",25,14,-13.17592307362906,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
655,False,"{'a': 0.5, 'e': 0.5192718597057464}",25,0,-22.359343577528783,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
656,False,"{'a': 0.5, 'e': 0.5187525878460406}",20,9,-31.91165154242752,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
657,False,"{'a': 0.5, 'e': 0.5182338352581947}",30,8,-38.249138152871495,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 0}",1
658,False,"{'a': 0.5, 'e': 0.5177156014229364}",20,0,-15.92576516789211,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
659,False,"{'a': 0.5, 'e': 0.5171978858215135}",25,0,-22.740438677365457,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
660,False,"{'a': 0.5, 'e': 0.516680687935692}",20,13,4.292480158107859,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.5, 'e': 0.5161640072477562}",25,1,4.950251077549731,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
662,False,"{'a': 0.5, 'e': 0.5156478432405085}",25,6,18.433547595005006,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
663,False,"{'a': 0.5, 'e': 0.5151321953972681}",25,18,11.945778780197863,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.5, 'e': 0.5146170632018707}",35,0,-29.765097102938597,"{0: 29, 1: 3, 2: 2, 3: 0, 4: 1}",0
665,False,"{'a': 0.5, 'e': 0.5141024461386688}",35,11,-9.725816151679158,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 0}",1
666,False,"{'a': 0.5, 'e': 0.5135883436925303}",25,13,-8.39228572382204,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
667,False,"{'a': 0.5, 'e': 0.5130747553488376}",25,0,-12.75474042891231,"{0: 18, 1: 6, 2: 1, 3: 0, 4: 0}",0
668,False,"{'a': 0.5, 'e': 0.5125616805934888}",25,0,-1.5133236476888037,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
669,False,"{'a': 0.5, 'e': 0.5120491189128954}",25,14,-4.920602618336968,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
670,False,"{'a': 0.5, 'e': 0.5115370697939825}",25,13,10.12632670304395,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
671,False,"{'a': 0.5, 'e': 0.5110255327241885}",20,0,-10.46254269145565,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
672,False,"{'a': 0.5, 'e': 0.5105145071914643}",25,0,-27.88686314521022,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
673,False,"{'a': 0.5, 'e': 0.5100039926842728}",25,9,25.56578895941149,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.5, 'e': 0.5094939886915886}",20,3,12.509349820882717,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
675,False,"{'a': 0.5, 'e': 0.508984494702897}",20,6,0.9936829508454257,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
676,False,"{'a': 0.5, 'e': 0.508475510208194}",25,3,-17.315140756022753,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 0}",1
677,False,"{'a': 0.5, 'e': 0.5079670346979859}",20,6,23.663791541457883,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.5, 'e': 0.5074590676632879}",25,0,-1.5058639933158318,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
679,False,"{'a': 0.5, 'e': 0.5069516085956246}",30,0,-19.11115250424894,"{0: 23, 1: 3, 2: 4, 3: 0, 4: 0}",1
680,False,"{'a': 0.5, 'e': 0.506444656987029}",20,0,-6.898745380926511,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
681,False,"{'a': 0.5, 'e': 0.5059382123300419}",20,11,3.398728239157262,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
682,False,"{'a': 0.5, 'e': 0.5054322741177119}",25,16,9.671238389923897,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.5, 'e': 0.5049268418435942}",20,0,-7.003222580290311,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
684,False,"{'a': 0.5, 'e': 0.5044219150017506}",25,14,2.8853841418831707,"{0: 8, 1: 3, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.5, 'e': 0.5039174930867488}",20,4,4.2154661384765735,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
686,False,"{'a': 0.5, 'e': 0.5034135755936621}",25,3,-4.745950483532619,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 0}",1
687,False,"{'a': 0.5, 'e': 0.5029101620180684}",20,3,12.746128576655703,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.5, 'e': 0.5024072518560504}",25,8,-10.701011130360966,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
689,False,"{'a': 0.5, 'e': 0.5019048446041943}",20,7,8.018941780408465,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
690,False,"{'a': 0.5, 'e': 0.50140293975959}",20,0,-23.141249019950493,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
691,False,"{'a': 0.5, 'e': 0.5009015368198305}",25,11,17.331690759682374,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.5, 'e': 0.5004006352830107}",25,11,18.872883865989387,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.5, 'e': 0.49990023464772765}",20,8,-25.744246810276294,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
694,False,"{'a': 0.5, 'e': 0.49940033441307996}",25,10,-11.961171989970135,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
695,False,"{'a': 0.5, 'e': 0.49890093407866687}",25,5,-6.7547686803698355,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
696,False,"{'a': 0.5, 'e': 0.4984020331445882}",25,0,-30.44279987839683,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
697,False,"{'a': 0.5, 'e': 0.4979036311114436}",20,0,-8.845992979894483,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
698,False,"{'a': 0.5, 'e': 0.4974057274803322}",30,0,-61.411059344157806,"{0: 21, 1: 1, 2: 8, 3: 0, 4: 0}",0
699,False,"{'a': 0.5, 'e': 0.4969083217528518}",25,14,-0.7723038456559641,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
700,False,"{'a': 0.5, 'e': 0.49641141343109896}",30,21,15.845960394627529,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.5, 'e': 0.49591500201766786}",20,10,7.167723417763572,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
702,False,"{'a': 0.5, 'e': 0.4954190870156502}",30,16,8.85978190430998,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
703,False,"{'a': 0.5, 'e': 0.49492366792863457}",20,7,-21.141595597215762,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
704,False,"{'a': 0.5, 'e': 0.49442874426070593}",25,0,5.080722528942978,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
705,False,"{'a': 0.5, 'e': 0.49393431551644523}",25,6,24.01217789654524,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
706,False,"{'a': 0.5, 'e': 0.49344038120092876}",20,15,9.880085591770241,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.5, 'e': 0.49294694081972784}",20,1,-9.423344282944335,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 0}",1
708,False,"{'a': 0.5, 'e': 0.4924539938789081}",20,0,-13.33154896080599,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
709,False,"{'a': 0.5, 'e': 0.4919615398850292}",20,0,6.596710903079665,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
710,False,"{'a': 0.5, 'e': 0.49146957834514415}",30,8,-33.347037022646944,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 0}",1
711,False,"{'a': 0.5, 'e': 0.49097810876679904}",20,0,5.720889208973254,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
712,False,"{'a': 0.5, 'e': 0.49048713065803223}",30,0,-4.280909690462162,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
713,False,"{'a': 0.5, 'e': 0.4899966435273742}",20,6,-12.10973498935902,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
714,False,"{'a': 0.5, 'e': 0.4895066468838468}",35,6,-46.173349975784554,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 1}",1
715,False,"{'a': 0.5, 'e': 0.48901714023696297}",30,11,-32.119451477039505,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 0}",1
716,False,"{'a': 0.5, 'e': 0.488528123096726}",25,10,-45.59907098656977,"{0: 9, 1: 0, 2: 6, 3: 0, 4: 0}",1
717,False,"{'a': 0.5, 'e': 0.4880395949736293}",30,13,-28.87438736273907,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 0}",1
718,False,"{'a': 0.5, 'e': 0.48755155537865563}",20,13,2.1136021826739753,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
719,False,"{'a': 0.5, 'e': 0.487064003823277}",25,0,-7.079490775266474,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",1
720,False,"{'a': 0.5, 'e': 0.4865769398194537}",20,5,16.57952215513505,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
721,False,"{'a': 0.5, 'e': 0.48609036287963425}",20,2,16.030480357243395,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
722,False,"{'a': 0.5, 'e': 0.48560427251675464}",25,6,8.035028866415088,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
723,False,"{'a': 0.5, 'e': 0.4851186682442379}",20,0,-27.30324744503028,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
724,False,"{'a': 0.5, 'e': 0.48463354957599364}",30,0,-5.6350337664510795,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
725,False,"{'a': 0.5, 'e': 0.48414891602641763}",25,11,-9.552800015693808,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
726,False,"{'a': 0.5, 'e': 0.48366476711039125}",20,10,9.446198343808529,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.5, 'e': 0.4831811023432808}",20,0,-3.6218087150773277,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
728,False,"{'a': 0.5, 'e': 0.4826979212409376}",25,15,10.89691681165189,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
729,False,"{'a': 0.5, 'e': 0.48221522331969663}",20,0,9.09609703021865,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
730,False,"{'a': 0.5, 'e': 0.4817330080963769}",25,14,-15.227512758525082,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
731,False,"{'a': 0.5, 'e': 0.48125127508828053}",20,13,1.6768415591373786,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
732,False,"{'a': 0.5, 'e': 0.4807700238131923}",25,11,13.385218605784637,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
733,False,"{'a': 0.5, 'e': 0.4802892537893791}",30,9,-18.50540621018064,"{0: 15, 1: 4, 2: 2, 3: 0, 4: 0}",1
734,False,"{'a': 0.5, 'e': 0.4798089645355897}",30,14,-4.657496348192504,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
735,False,"{'a': 0.5, 'e': 0.4793291555710541}",25,0,-16.5807477375044,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
736,False,"{'a': 0.5, 'e': 0.47884982641548307}",20,0,-6.100843105568213,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
737,False,"{'a': 0.5, 'e': 0.4783709765890676}",20,0,11.009222001535731,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
738,False,"{'a': 0.5, 'e': 0.4778926056124785}",20,6,-8.401181071468937,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
739,False,"{'a': 0.5, 'e': 0.477414713006866}",20,12,-0.698452699911849,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
740,False,"{'a': 0.5, 'e': 0.47693729829385917}",25,17,-4.2087989320131705,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
741,False,"{'a': 0.5, 'e': 0.47646036099556527}",25,13,-47.555971733810935,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
742,False,"{'a': 0.5, 'e': 0.47598390063456975}",30,13,-15.716894225382287,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
743,False,"{'a': 0.5, 'e': 0.47550791673393517}",30,3,-10.911125947012787,"{0: 22, 1: 0, 2: 5, 3: 0, 4: 0}",1
744,False,"{'a': 0.5, 'e': 0.4750324088172012}",25,0,-43.38449135100217,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
745,False,"{'a': 0.5, 'e': 0.474557376408384}",20,12,-9.023006344753522,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
746,False,"{'a': 0.5, 'e': 0.47408281903197563}",20,0,-5.268068434121016,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
747,False,"{'a': 0.5, 'e': 0.47360873621294364}",20,13,-0.6921755972068526,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
748,False,"{'a': 0.5, 'e': 0.4731351274767307}",20,12,6.79858503807325,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
749,False,"{'a': 0.5, 'e': 0.472661992349254}",30,19,-4.990511702621209,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
750,False,"{'a': 0.5, 'e': 0.47218933035690475}",20,5,-11.50916523205396,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
